instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_category,weather_category
14725,,3,1,9,17,0,1,1,1,0.66,0.6212,0.34,0.3284,127,744,871,Musim Gugur,Cerah/Sedikit Berawan
14726,,3,1,9,18,0,1,1,1,0.62,0.6212,0.35,0.2985,111,857,968,Musim Gugur,Cerah/Sedikit Berawan
14727,,3,1,9,19,0,1,1,1,0.62,0.6212,0.38,0.2985,71,562,633,Musim Gugur,Cerah/Sedikit Berawan
14728,,3,1,9,20,0,1,1,1,0.6,0.6212,0.4,0.194,34,356,390,Musim Gugur,Cerah/Sedikit Berawan
14729,,3,1,9,21,0,1,1,1,0.56,0.5303,0.49,0.1642,29,256,285,Musim Gugur,Cerah/Sedikit Berawan
14730,,3,1,9,22,0,1,1,1,0.54,0.5152,0.52,0.1343,15,144,159,Musim Gugur,Cerah/Sedikit Berawan
14731,,3,1,9,23,0,1,1,1,0.54,0.5152,0.52,0.0,7,86,93,Musim Gugur,Cerah/Sedikit Berawan
14732,,3,1,9,0,0,2,1,1,0.52,0.5,0.59,0.1045,5,27,32,Musim Gugur,Cerah/Sedikit Berawan
14733,,3,1,9,1,0,2,1,1,0.5,0.4848,0.63,0.0,0,10,10,Musim Gugur,Cerah/Sedikit Berawan
14734,,3,1,9,2,0,2,1,1,0.48,0.4697,0.77,0.1642,1,5,6,Musim Gugur,Cerah/Sedikit Berawan
14735,,3,1,9,3,0,2,1,1,0.48,0.4697,0.67,0.1343,1,7,8,Musim Gugur,Cerah/Sedikit Berawan
14736,,3,1,9,4,0,2,1,1,0.48,0.4697,0.72,0.1045,1,8,9,Musim Gugur,Cerah/Sedikit Berawan
14737,,3,1,9,5,0,2,1,1,0.46,0.4545,0.72,0.0896,3,41,44,Musim Gugur,Cerah/Sedikit Berawan
14738,,3,1,9,6,0,2,1,1,0.46,0.4545,0.77,0.1045,11,200,211,Musim Gugur,Cerah/Sedikit Berawan
14739,,3,1,9,7,0,2,1,1,0.5,0.4848,0.72,0.1045,24,572,596,Musim Gugur,Cerah/Sedikit Berawan
14740,,3,1,9,8,0,2,1,1,0.54,0.5152,0.68,0.0896,48,702,750,Musim Gugur,Cerah/Sedikit Berawan
14741,,3,1,9,9,0,2,1,1,0.6,0.6212,0.49,0.0,35,323,358,Musim Gugur,Cerah/Sedikit Berawan
14742,,3,1,9,10,0,2,1,1,0.62,0.6212,0.38,0.0,54,142,196,Musim Gugur,Cerah/Sedikit Berawan
14743,,3,1,9,11,0,2,1,1,0.64,0.6212,0.33,0.0896,60,187,247,Musim Gugur,Cerah/Sedikit Berawan
14744,,3,1,9,12,0,2,1,1,0.64,0.6212,0.33,0.0,62,254,316,Musim Gugur,Cerah/Sedikit Berawan
14745,,3,1,9,13,0,2,1,1,0.66,0.6212,0.29,0.0896,72,256,328,Musim Gugur,Cerah/Sedikit Berawan
14746,,3,1,9,14,0,2,1,1,0.68,0.6212,0.3,0.0896,74,181,255,Musim Gugur,Cerah/Sedikit Berawan
14747,,3,1,9,15,0,2,1,1,0.7,0.6364,0.28,0.1045,73,253,326,Musim Gugur,Cerah/Sedikit Berawan
14748,,3,1,9,16,0,2,1,1,0.7,0.6364,0.28,0.1343,99,437,536,Musim Gugur,Cerah/Sedikit Berawan
14749,,3,1,9,17,0,2,1,1,0.7,0.6364,0.28,0.0,168,802,970,Musim Gugur,Cerah/Sedikit Berawan
14750,,3,1,9,18,0,2,1,1,0.64,0.6212,0.36,0.1642,110,767,877,Musim Gugur,Cerah/Sedikit Berawan
14751,,3,1,9,19,0,2,1,1,0.62,0.6212,0.41,0.194,56,540,596,Musim Gugur,Cerah/Sedikit Berawan
14752,,3,1,9,20,0,2,1,1,0.58,0.5455,0.56,0.1343,40,421,461,Musim Gugur,Cerah/Sedikit Berawan
14753,,3,1,9,21,0,2,1,1,0.56,0.5303,0.6,0.1045,28,282,310,Musim Gugur,Cerah/Sedikit Berawan
14754,,3,1,9,22,0,2,1,1,0.56,0.5303,0.64,0.1045,27,189,216,Musim Gugur,Cerah/Sedikit Berawan
14755,,3,1,9,23,0,2,1,1,0.54,0.5152,0.68,0.1045,18,91,109,Musim Gugur,Cerah/Sedikit Berawan
14756,,3,1,9,0,0,3,1,1,0.52,0.5,0.72,0.1045,8,41,49,Musim Gugur,Cerah/Sedikit Berawan
14757,,3,1,9,1,0,3,1,1,0.52,0.5,0.72,0.1045,2,19,21,Musim Gugur,Cerah/Sedikit Berawan
14758,,3,1,9,2,0,3,1,1,0.52,0.5,0.72,0.0896,2,9,11,Musim Gugur,Cerah/Sedikit Berawan
14759,,3,1,9,3,0,3,1,1,0.5,0.4848,0.77,0.0896,0,7,7,Musim Gugur,Cerah/Sedikit Berawan
14760,,3,1,9,4,0,3,1,1,0.5,0.4848,0.72,0.0896,0,5,5,Musim Gugur,Cerah/Sedikit Berawan
14761,,3,1,9,5,0,3,1,1,0.5,0.4848,0.72,0.0896,4,44,48,Musim Gugur,Cerah/Sedikit Berawan
14762,,3,1,9,6,0,3,1,1,0.5,0.4848,0.72,0.0896,6,199,205,Musim Gugur,Cerah/Sedikit Berawan
14763,,3,1,9,7,0,3,1,1,0.52,0.5,0.72,0.0,24,533,557,Musim Gugur,Cerah/Sedikit Berawan
14764,,3,1,9,8,0,3,1,1,0.56,0.5303,0.64,0.1045,43,727,770,Musim Gugur,Cerah/Sedikit Berawan
14765,,3,1,9,9,0,3,1,1,0.6,0.6061,0.64,0.1343,50,278,328,Musim Gugur,Cerah/Sedikit Berawan
14766,,3,1,9,10,0,3,1,1,0.62,0.6061,0.61,0.1343,57,148,205,Musim Gugur,Cerah/Sedikit Berawan
14767,,3,1,9,11,0,3,1,1,0.66,0.6212,0.5,0.194,51,181,232,Musim Gugur,Cerah/Sedikit Berawan
14768,,3,1,9,12,0,3,1,1,0.68,0.6364,0.36,0.1343,88,264,352,Musim Gugur,Cerah/Sedikit Berawan
14769,,3,1,9,13,0,3,1,1,0.7,0.6364,0.34,0.1343,85,238,323,Musim Gugur,Cerah/Sedikit Berawan
14770,,3,1,9,14,0,3,1,1,0.7,0.6364,0.37,0.1642,78,200,278,Musim Gugur,Cerah/Sedikit Berawan
14771,,3,1,9,15,0,3,1,1,0.72,0.6515,0.37,0.1343,75,243,318,Musim Gugur,Cerah/Sedikit Berawan
14772,,3,1,9,16,0,3,1,1,0.72,0.6515,0.37,0.1642,90,419,509,Musim Gugur,Cerah/Sedikit Berawan
14773,,3,1,9,17,0,3,1,1,0.7,0.6364,0.41,0.2985,114,811,925,Musim Gugur,Cerah/Sedikit Berawan
14774,,3,1,9,18,0,3,1,1,0.66,0.6212,0.44,0.2537,91,886,977,Musim Gugur,Cerah/Sedikit Berawan
14775,,3,1,9,19,0,3,1,1,0.64,0.6212,0.5,0.194,78,557,635,Musim Gugur,Cerah/Sedikit Berawan
14776,,3,1,9,20,0,3,1,1,0.62,0.6212,0.57,0.1343,38,432,470,Musim Gugur,Cerah/Sedikit Berawan
14777,,3,1,9,21,0,3,1,1,0.6,0.6061,0.6,0.1343,27,279,306,Musim Gugur,Cerah/Sedikit Berawan
14778,,3,1,9,22,0,3,1,1,0.56,0.5303,0.64,0.0896,23,189,212,Musim Gugur,Cerah/Sedikit Berawan
14779,,3,1,9,23,0,3,1,1,0.56,0.5303,0.68,0.1045,16,111,127,Musim Gugur,Cerah/Sedikit Berawan
14780,,3,1,9,0,0,4,1,1,0.56,0.5303,0.73,0.0896,11,46,57,Musim Gugur,Cerah/Sedikit Berawan
14781,,3,1,9,1,0,4,1,1,0.54,0.5152,0.77,0.0896,6,22,28,Musim Gugur,Cerah/Sedikit Berawan
14782,,3,1,9,2,0,4,1,1,0.54,0.5152,0.77,0.0,0,9,9,Musim Gugur,Cerah/Sedikit Berawan
14783,,3,1,9,3,0,4,1,1,0.52,0.5,0.83,0.0,2,9,11,Musim Gugur,Cerah/Sedikit Berawan
14784,,3,1,9,4,0,4,1,1,0.52,0.5,0.83,0.0,0,6,6,Musim Gugur,Cerah/Sedikit Berawan
14785,,3,1,9,5,0,4,1,1,0.52,0.5,0.83,0.0,3,54,57,Musim Gugur,Cerah/Sedikit Berawan
14786,,3,1,9,6,0,4,1,1,0.5,0.4848,0.82,0.0,9,186,195,Musim Gugur,Cerah/Sedikit Berawan
14787,,3,1,9,7,0,4,1,1,0.54,0.5152,0.77,0.0,22,549,571,Musim Gugur,Cerah/Sedikit Berawan
14788,,3,1,9,8,0,4,1,1,0.56,0.5303,0.73,0.0,33,725,758,Musim Gugur,Cerah/Sedikit Berawan
14789,,3,1,9,9,0,4,1,1,0.6,0.6061,0.64,0.0896,46,292,338,Musim Gugur,Cerah/Sedikit Berawan
14790,,3,1,9,10,0,4,1,1,0.64,0.6212,0.61,0.0896,63,149,212,Musim Gugur,Cerah/Sedikit Berawan
14791,,3,1,9,11,0,4,1,1,0.66,0.6212,0.5,0.1642,71,183,254,Musim Gugur,Cerah/Sedikit Berawan
14792,,3,1,9,12,0,4,1,1,0.68,0.6364,0.44,0.1045,57,240,297,Musim Gugur,Cerah/Sedikit Berawan
14793,,3,1,9,13,0,4,1,1,0.7,0.6364,0.42,0.0,60,223,283,Musim Gugur,Cerah/Sedikit Berawan
14794,,3,1,9,14,0,4,1,1,0.72,0.6515,0.39,0.1343,60,214,274,Musim Gugur,Cerah/Sedikit Berawan
14795,,3,1,9,15,0,4,1,1,0.72,0.6515,0.42,0.1045,99,253,352,Musim Gugur,Cerah/Sedikit Berawan
14796,,3,1,9,16,0,4,1,1,0.72,0.6515,0.39,0.0896,85,406,491,Musim Gugur,Cerah/Sedikit Berawan
14797,,3,1,9,17,0,4,1,1,0.72,0.6515,0.42,0.194,97,787,884,Musim Gugur,Cerah/Sedikit Berawan
14798,,3,1,9,18,0,4,1,1,0.68,0.6364,0.57,0.2537,108,744,852,Musim Gugur,Cerah/Sedikit Berawan
14799,,3,1,9,19,0,4,1,1,0.64,0.6061,0.65,0.1343,80,594,674,Musim Gugur,Cerah/Sedikit Berawan
14800,,3,1,9,20,0,4,1,1,0.62,0.6061,0.69,0.1045,55,408,463,Musim Gugur,Cerah/Sedikit Berawan
14801,,3,1,9,21,0,4,1,1,0.62,0.6061,0.65,0.1045,26,291,317,Musim Gugur,Cerah/Sedikit Berawan
14802,,3,1,9,22,0,4,1,1,0.6,0.5909,0.69,0.1343,28,223,251,Musim Gugur,Cerah/Sedikit Berawan
14803,,3,1,9,23,0,4,1,1,0.58,0.5455,0.73,0.1045,33,137,170,Musim Gugur,Cerah/Sedikit Berawan
14804,,3,1,9,0,0,5,1,1,0.56,0.5303,0.73,0.0896,24,63,87,Musim Gugur,Cerah/Sedikit Berawan
14805,,3,1,9,1,0,5,1,1,0.56,0.5303,0.73,0.0896,6,35,41,Musim Gugur,Cerah/Sedikit Berawan
14806,,3,1,9,2,0,5,1,1,0.56,0.5303,0.73,0.0,7,23,30,Musim Gugur,Cerah/Sedikit Berawan
14807,,3,1,9,3,0,5,1,1,0.54,0.5152,0.77,0.0,5,9,14,Musim Gugur,Cerah/Sedikit Berawan
14808,,3,1,9,4,0,5,1,1,0.54,0.5152,0.77,0.0,1,11,12,Musim Gugur,Cerah/Sedikit Berawan
14809,,3,1,9,5,0,5,1,1,0.54,0.5152,0.83,0.0,1,40,41,Musim Gugur,Cerah/Sedikit Berawan
14810,,3,1,9,6,0,5,1,1,0.54,0.5152,0.88,0.0,8,144,152,Musim Gugur,Cerah/Sedikit Berawan
14811,,3,1,9,7,0,5,1,2,0.56,0.5303,0.88,0.0,17,437,454,Musim Gugur,Berkabut/Berawan
14812,,3,1,9,8,0,5,1,2,0.6,0.5758,0.78,0.1642,51,715,766,Musim Gugur,Berkabut/Berawan
14813,,3,1,9,9,0,5,1,2,0.62,0.5909,0.78,0.1642,46,301,347,Musim Gugur,Berkabut/Berawan
14814,,3,1,9,10,0,5,1,2,0.68,0.6364,0.65,0.0,75,171,246,Musim Gugur,Berkabut/Berawan
14815,,3,1,9,11,0,5,1,2,0.68,0.6364,0.61,0.1045,84,196,280,Musim Gugur,Berkabut/Berawan
14816,,3,1,9,12,0,5,1,2,0.7,0.6515,0.54,0.194,119,290,409,Musim Gugur,Berkabut/Berawan
14817,,3,1,9,13,0,5,1,2,0.7,0.6515,0.54,0.194,107,301,408,Musim Gugur,Berkabut/Berawan
14818,,3,1,9,14,0,5,1,2,0.72,0.6515,0.45,0.1642,113,258,371,Musim Gugur,Berkabut/Berawan
14819,,3,1,9,15,0,5,1,2,0.72,0.6667,0.48,0.1343,94,273,367,Musim Gugur,Berkabut/Berawan
14820,,3,1,9,16,0,5,1,2,0.72,0.6667,0.51,0.0,109,454,563,Musim Gugur,Berkabut/Berawan
14821,,3,1,9,17,0,5,1,1,0.72,0.6667,0.51,0.194,137,757,894,Musim Gugur,Cerah/Sedikit Berawan
14822,,3,1,9,18,0,5,1,1,0.72,0.6515,0.45,0.2239,116,692,808,Musim Gugur,Cerah/Sedikit Berawan
14823,,3,1,9,19,0,5,1,1,0.68,0.6364,0.57,0.1642,83,496,579,Musim Gugur,Cerah/Sedikit Berawan
14824,,3,1,9,20,0,5,1,1,0.66,0.6212,0.61,0.1045,67,337,404,Musim Gugur,Cerah/Sedikit Berawan
14825,,3,1,9,21,0,5,1,1,0.64,0.6061,0.73,0.2239,42,270,312,Musim Gugur,Cerah/Sedikit Berawan
14826,,3,1,9,22,0,5,1,1,0.62,0.5758,0.83,0.194,40,189,229,Musim Gugur,Cerah/Sedikit Berawan
14827,,3,1,9,23,0,5,1,1,0.62,0.5909,0.78,0.0896,27,168,195,Musim Gugur,Cerah/Sedikit Berawan
14828,,3,1,9,0,0,6,0,1,0.6,0.5606,0.83,0.1045,38,169,207,Musim Gugur,Cerah/Sedikit Berawan
14829,,3,1,9,1,0,6,0,1,0.6,0.5909,0.73,0.0,8,101,109,Musim Gugur,Cerah/Sedikit Berawan
14830,,3,1,9,2,0,6,0,1,0.58,0.5455,0.78,0.1045,18,75,93,Musim Gugur,Cerah/Sedikit Berawan
14831,,3,1,9,3,0,6,0,1,0.6,0.5909,0.73,0.2537,6,31,37,Musim Gugur,Cerah/Sedikit Berawan
14832,,3,1,9,4,0,6,0,2,0.6,0.5909,0.69,0.3582,3,3,6,Musim Gugur,Berkabut/Berawan
14833,,3,1,9,5,0,6,0,1,0.58,0.5455,0.6,0.5224,1,15,16,Musim Gugur,Cerah/Sedikit Berawan
14834,,3,1,9,6,0,6,0,1,0.54,0.5152,0.49,0.4179,6,27,33,Musim Gugur,Cerah/Sedikit Berawan
14835,,3,1,9,7,0,6,0,1,0.54,0.5152,0.52,0.2836,10,63,73,Musim Gugur,Cerah/Sedikit Berawan
14836,,3,1,9,8,0,6,0,1,0.56,0.5303,0.49,0.4179,43,169,212,Musim Gugur,Cerah/Sedikit Berawan
14837,,3,1,9,9,0,6,0,1,0.6,0.6212,0.43,0.4179,79,263,342,Musim Gugur,Cerah/Sedikit Berawan
14838,,3,1,9,10,0,6,0,1,0.62,0.6212,0.41,0.3881,119,323,442,Musim Gugur,Cerah/Sedikit Berawan
14839,,3,1,9,11,0,6,0,1,0.64,0.6212,0.38,0.3881,228,399,627,Musim Gugur,Cerah/Sedikit Berawan
14840,,3,1,9,12,0,6,0,1,0.66,0.6212,0.36,0.3582,287,419,706,Musim Gugur,Cerah/Sedikit Berawan
14841,,3,1,9,13,0,6,0,1,0.68,0.6364,0.36,0.194,327,377,704,Musim Gugur,Cerah/Sedikit Berawan
14842,,3,1,9,14,0,6,0,1,0.68,0.6364,0.34,0.3284,325,390,715,Musim Gugur,Cerah/Sedikit Berawan
14843,,3,1,9,15,0,6,0,2,0.68,0.6364,0.34,0.2836,312,342,654,Musim Gugur,Berkabut/Berawan
14844,,3,1,9,16,0,6,0,2,0.66,0.6212,0.36,0.2239,350,433,783,Musim Gugur,Berkabut/Berawan
14845,,3,1,9,17,0,6,0,2,0.66,0.6212,0.36,0.2537,295,434,729,Musim Gugur,Berkabut/Berawan
14846,,3,1,9,18,0,6,0,2,0.64,0.6212,0.36,0.2836,232,382,614,Musim Gugur,Berkabut/Berawan
14847,,3,1,9,19,0,6,0,1,0.62,0.6212,0.41,0.1642,169,309,478,Musim Gugur,Cerah/Sedikit Berawan
14848,,3,1,9,20,0,6,0,1,0.6,0.6212,0.43,0.0896,89,241,330,Musim Gugur,Cerah/Sedikit Berawan
14849,,3,1,9,21,0,6,0,1,0.56,0.5303,0.52,0.1045,86,210,296,Musim Gugur,Cerah/Sedikit Berawan
14850,,3,1,9,22,0,6,0,1,0.56,0.5303,0.52,0.0,82,197,279,Musim Gugur,Cerah/Sedikit Berawan
14851,,3,1,9,23,0,6,0,1,0.54,0.5152,0.6,0.0,47,182,229,Musim Gugur,Cerah/Sedikit Berawan
14852,,3,1,9,0,0,0,0,1,0.54,0.5152,0.64,0.0,28,123,151,Musim Gugur,Cerah/Sedikit Berawan
14853,,3,1,9,1,0,0,0,1,0.54,0.5152,0.64,0.0,35,82,117,Musim Gugur,Cerah/Sedikit Berawan
14854,,3,1,9,2,0,0,0,1,0.52,0.5,0.63,0.0,27,62,89,Musim Gugur,Cerah/Sedikit Berawan
14855,,3,1,9,3,0,0,0,1,0.5,0.4848,0.68,0.0,10,38,48,Musim Gugur,Cerah/Sedikit Berawan
14856,,3,1,9,4,0,0,0,1,0.5,0.4848,0.72,0.0,2,6,8,Musim Gugur,Cerah/Sedikit Berawan
14857,,3,1,9,5,0,0,0,1,0.5,0.4848,0.72,0.0,3,10,13,Musim Gugur,Cerah/Sedikit Berawan
14858,,3,1,9,6,0,0,0,1,0.5,0.4848,0.72,0.0,9,26,35,Musim Gugur,Cerah/Sedikit Berawan
14859,,3,1,9,7,0,0,0,1,0.5,0.4848,0.77,0.1045,28,43,71,Musim Gugur,Cerah/Sedikit Berawan
14860,,3,1,9,8,0,0,0,1,0.54,0.5152,0.64,0.1642,34,94,128,Musim Gugur,Cerah/Sedikit Berawan
14861,,3,1,9,9,0,0,0,1,0.58,0.5455,0.6,0.1343,70,226,296,Musim Gugur,Cerah/Sedikit Berawan
14862,,3,1,9,10,0,0,0,1,0.62,0.6212,0.5,0.1045,160,330,490,Musim Gugur,Cerah/Sedikit Berawan
14863,,3,1,9,11,0,0,0,1,0.64,0.6212,0.47,0.1642,183,376,559,Musim Gugur,Cerah/Sedikit Berawan
14864,,3,1,9,12,0,0,0,1,0.66,0.6212,0.44,0.1642,188,468,656,Musim Gugur,Cerah/Sedikit Berawan
14865,,3,1,9,13,0,0,0,1,0.64,0.6212,0.41,0.1642,240,454,694,Musim Gugur,Cerah/Sedikit Berawan
14866,,3,1,9,14,0,0,0,1,0.66,0.6212,0.39,0.1343,225,410,635,Musim Gugur,Cerah/Sedikit Berawan
14867,,3,1,9,15,0,0,0,1,0.64,0.6212,0.41,0.1642,215,342,557,Musim Gugur,Cerah/Sedikit Berawan
14868,,3,1,9,16,0,0,0,1,0.64,0.6212,0.44,0.1642,194,402,596,Musim Gugur,Cerah/Sedikit Berawan
14869,,3,1,9,17,0,0,0,1,0.66,0.6212,0.41,0.0,177,393,570,Musim Gugur,Cerah/Sedikit Berawan
14870,,3,1,9,18,0,0,0,1,0.62,0.6212,0.5,0.1642,120,361,481,Musim Gugur,Cerah/Sedikit Berawan
14871,,3,1,9,19,0,0,0,1,0.62,0.6212,0.5,0.1343,91,312,403,Musim Gugur,Cerah/Sedikit Berawan
14872,,3,1,9,20,0,0,0,1,0.6,0.6212,0.53,0.1045,57,267,324,Musim Gugur,Cerah/Sedikit Berawan
14873,,3,1,9,21,0,0,0,1,0.6,0.6212,0.56,0.1045,43,148,191,Musim Gugur,Cerah/Sedikit Berawan
14874,,3,1,9,22,0,0,0,1,0.56,0.5303,0.68,0.0896,18,109,127,Musim Gugur,Cerah/Sedikit Berawan
14875,,3,1,9,23,0,0,0,1,0.54,0.5152,0.68,0.1045,9,85,94,Musim Gugur,Cerah/Sedikit Berawan
14876,,3,1,9,0,0,1,1,1,0.54,0.5152,0.68,0.1642,14,31,45,Musim Gugur,Cerah/Sedikit Berawan
14877,,3,1,9,1,0,1,1,1,0.52,0.5,0.72,0.0896,9,12,21,Musim Gugur,Cerah/Sedikit Berawan
14878,,3,1,9,2,0,1,1,1,0.52,0.5,0.72,0.0,5,8,13,Musim Gugur,Cerah/Sedikit Berawan
14879,,3,1,9,3,0,1,1,1,0.5,0.4848,0.77,0.0896,0,7,7,Musim Gugur,Cerah/Sedikit Berawan
14880,,3,1,9,4,0,1,1,1,0.5,0.4848,0.77,0.0,2,9,11,Musim Gugur,Cerah/Sedikit Berawan
14881,,3,1,9,5,0,1,1,1,0.48,0.4697,0.82,0.0896,1,44,45,Musim Gugur,Cerah/Sedikit Berawan
14882,,3,1,9,6,0,1,1,1,0.48,0.4697,0.82,0.0,7,157,164,Musim Gugur,Cerah/Sedikit Berawan
14883,,3,1,9,7,0,1,1,1,0.52,0.5,0.77,0.0,18,474,492,Musim Gugur,Cerah/Sedikit Berawan
14884,,3,1,9,8,0,1,1,1,0.54,0.5152,0.77,0.0896,36,647,683,Musim Gugur,Cerah/Sedikit Berawan
14885,,3,1,9,9,0,1,1,1,0.58,0.5455,0.68,0.1343,34,265,299,Musim Gugur,Cerah/Sedikit Berawan
14886,,3,1,9,10,0,1,1,2,0.62,0.6061,0.65,0.194,73,129,202,Musim Gugur,Berkabut/Berawan
14887,,3,1,9,11,0,1,1,2,0.62,0.6061,0.69,0.2239,61,191,252,Musim Gugur,Berkabut/Berawan
14888,,3,1,9,12,0,1,1,2,0.62,0.6061,0.69,0.194,62,233,295,Musim Gugur,Berkabut/Berawan
14889,,3,1,9,13,0,1,1,1,0.64,0.6061,0.65,0.2537,112,231,343,Musim Gugur,Cerah/Sedikit Berawan
14890,,3,1,9,14,0,1,1,2,0.64,0.6061,0.65,0.2537,129,203,332,Musim Gugur,Berkabut/Berawan
14891,,3,1,9,15,0,1,1,2,0.64,0.6061,0.65,0.2537,82,256,338,Musim Gugur,Berkabut/Berawan
14892,,3,1,9,16,0,1,1,2,0.64,0.6061,0.69,0.2537,74,379,453,Musim Gugur,Berkabut/Berawan
14893,,3,1,9,17,0,1,1,2,0.64,0.6061,0.65,0.2239,102,740,842,Musim Gugur,Berkabut/Berawan
14894,,3,1,9,18,0,1,1,2,0.62,0.5909,0.73,0.1642,66,708,774,Musim Gugur,Berkabut/Berawan
14895,,3,1,9,19,0,1,1,2,0.62,0.5909,0.73,0.1045,51,435,486,Musim Gugur,Berkabut/Berawan
14896,,3,1,9,20,0,1,1,2,0.62,0.5909,0.73,0.1343,32,308,340,Musim Gugur,Berkabut/Berawan
14897,,3,1,9,21,0,1,1,3,0.62,0.5758,0.83,0.2239,28,205,233,Musim Gugur,Salju Ringan/Hujan Ringan
14898,,3,1,9,22,0,1,1,3,0.62,0.5758,0.83,0.2537,20,109,129,Musim Gugur,Salju Ringan/Hujan Ringan
14899,,3,1,9,23,0,1,1,3,0.6,0.5152,0.94,0.2537,4,66,70,Musim Gugur,Salju Ringan/Hujan Ringan
14900,,3,1,9,0,0,2,1,3,0.6,0.5152,0.94,0.2537,2,11,13,Musim Gugur,Salju Ringan/Hujan Ringan
14901,,3,1,9,1,0,2,1,3,0.6,0.5152,0.94,0.194,0,5,5,Musim Gugur,Salju Ringan/Hujan Ringan
14902,,3,1,9,2,0,2,1,3,0.6,0.5152,0.94,0.194,0,4,4,Musim Gugur,Salju Ringan/Hujan Ringan
14903,,3,1,9,3,0,2,1,2,0.62,0.5455,0.94,0.2836,0,6,6,Musim Gugur,Berkabut/Berawan
14904,,3,1,9,4,0,2,1,2,0.62,0.5455,0.94,0.3582,2,5,7,Musim Gugur,Berkabut/Berawan
14905,,3,1,9,5,0,2,1,2,0.64,0.5758,0.89,0.3284,3,45,48,Musim Gugur,Berkabut/Berawan
14906,,3,1,9,6,0,2,1,2,0.64,0.5758,0.89,0.3284,4,163,167,Musim Gugur,Berkabut/Berawan
14907,,3,1,9,7,0,2,1,2,0.64,0.5758,0.89,0.4478,13,343,356,Musim Gugur,Berkabut/Berawan
14908,,3,1,9,8,0,2,1,2,0.66,0.6061,0.83,0.5522,32,640,672,Musim Gugur,Berkabut/Berawan
14909,,3,1,9,9,0,2,1,2,0.66,0.6061,0.83,0.5821,27,266,293,Musim Gugur,Berkabut/Berawan
14910,,3,1,9,10,0,2,1,3,0.68,0.6364,0.79,0.6418,30,130,160,Musim Gugur,Salju Ringan/Hujan Ringan
14911,,3,1,9,11,0,2,1,2,0.68,0.6364,0.79,0.6418,36,115,151,Musim Gugur,Berkabut/Berawan
14912,,3,1,9,12,0,2,1,3,0.68,0.6364,0.83,0.4478,16,72,88,Musim Gugur,Salju Ringan/Hujan Ringan
14913,,3,1,9,13,0,2,1,2,0.7,0.6667,0.74,0.5821,17,97,114,Musim Gugur,Berkabut/Berawan
14914,,3,1,9,14,0,2,1,3,0.6,0.5152,0.94,0.4627,27,116,143,Musim Gugur,Salju Ringan/Hujan Ringan
14915,,3,1,9,15,0,2,1,3,0.6,0.5455,0.88,0.2537,1,35,36,Musim Gugur,Salju Ringan/Hujan Ringan
14916,,3,1,9,16,0,2,1,3,0.6,0.5455,0.88,0.2985,19,122,141,Musim Gugur,Salju Ringan/Hujan Ringan
14917,,3,1,9,17,0,2,1,3,0.6,0.5455,0.88,0.194,36,302,338,Musim Gugur,Salju Ringan/Hujan Ringan
14918,,3,1,9,18,0,2,1,2,0.6,0.5455,0.88,0.1642,19,262,281,Musim Gugur,Berkabut/Berawan
14919,,3,1,9,19,0,2,1,2,0.6,0.5455,0.88,0.2985,22,302,324,Musim Gugur,Berkabut/Berawan
14920,,3,1,9,20,0,2,1,2,0.6,0.5455,0.88,0.194,19,271,290,Musim Gugur,Berkabut/Berawan
14921,,3,1,9,21,0,2,1,2,0.6,0.5455,0.88,0.194,21,186,207,Musim Gugur,Berkabut/Berawan
14922,,3,1,9,22,0,2,1,3,0.58,0.5455,0.83,0.4627,14,137,151,Musim Gugur,Salju Ringan/Hujan Ringan
14923,,3,1,9,23,0,2,1,2,0.56,0.5303,0.83,0.2239,11,67,78,Musim Gugur,Berkabut/Berawan
14924,,3,1,9,0,0,3,1,2,0.56,0.5303,0.68,0.2836,3,23,26,Musim Gugur,Berkabut/Berawan
14925,,3,1,9,1,0,3,1,2,0.54,0.5152,0.68,0.2537,0,12,12,Musim Gugur,Berkabut/Berawan
14926,,3,1,9,2,0,3,1,2,0.54,0.5152,0.64,0.3284,0,3,3,Musim Gugur,Berkabut/Berawan
14927,,3,1,9,3,0,3,1,2,0.52,0.5,0.63,0.2537,1,4,5,Musim Gugur,Berkabut/Berawan
14928,,3,1,9,4,0,3,1,2,0.52,0.5,0.68,0.3582,0,10,10,Musim Gugur,Berkabut/Berawan
14929,,3,1,9,5,0,3,1,2,0.52,0.5,0.68,0.2836,2,54,56,Musim Gugur,Berkabut/Berawan
14930,,3,1,9,6,0,3,1,1,0.52,0.5,0.63,0.2537,6,166,172,Musim Gugur,Cerah/Sedikit Berawan
14931,,3,1,9,7,0,3,1,1,0.52,0.5,0.63,0.2239,16,529,545,Musim Gugur,Cerah/Sedikit Berawan
14932,,3,1,9,8,0,3,1,1,0.52,0.5,0.59,0.2239,39,758,797,Musim Gugur,Cerah/Sedikit Berawan
14933,,3,1,9,9,0,3,1,1,0.54,0.5152,0.6,0.2537,26,336,362,Musim Gugur,Cerah/Sedikit Berawan
14934,,3,1,9,10,0,3,1,1,0.56,0.5303,0.52,0.194,23,169,192,Musim Gugur,Cerah/Sedikit Berawan
14935,,3,1,9,11,0,3,1,1,0.6,0.6212,0.43,0.2537,44,203,247,Musim Gugur,Cerah/Sedikit Berawan
